region,population,area,gdp,literacy,infant_mortality,arable,birthrate,deathrate
0.0,0.8834677237524583,0.9492917423267193,0.02373940848160902,0.0,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.6561269803518789,0.7162620448024669,0.2591412769888359,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.8896314737443617,1.0,0.3192752195885254,0.0,0.31252669176059245,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.22179070795740585,0.34418235056441937,0.3887119154832539,0.9074677220788043,0.46919882015945913,0.33510581126042116,0.30244391046924096,0.19999999999999998
0.0,0.24374824333945255,0.4081654129721737,0.6691564198142033,1.0,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7844919551562272,0.998308852979938,0.12300903481171793,0.0,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.0685566254250648,0.2941779593134499,0.4077961507561271,0.8449824315394174,0.46919882015945913,0.21431755282843812,0.30244391046924096,0.19999999999999998
0.0,0.24060795441685146,0.4040579225036043,0.4781695263101844,0.6534719236614315,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.9098960154332764,1.0,0.48366954940969,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.6366430420916923,0.718951078825836,0.21324104817766443,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.24476330119187983,0.3418917731248761,0.840047234768892,0.9074677220788043,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.8385285276306792,1.0,0.8572099454609852,1.0,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.743215412255053,0.7963714662643895,0.8740792115982667,0.9384687892034576,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7402017660362771,0.7987680780696156,0.20830824875216303,0.9074677220788043,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.39644171121934957,0.6621071225377205,0.6192534944093154,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.48409276160788617,0.4344509711453214,0.6237241259656628,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,1.0,0.8368148972784013,0.12300903481171793,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.3878326961233073,0.4020032482328943,0.596487541887379,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7672335120758879,0.8641839273287838,0.3230001453506994,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7681098129029366,0.7207569194168426,0.8589098271412648,0.9384687892034576,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.3907320571666294,0.6994610345404011,0.2760496192917794,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7388891589925356,0.8184246688887087,0.06261367614044636,0.6139797426628625,0.9564559779219013,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.23540215681751786,0.2451949399542595,0.9698726869704657,0.9384687892034576,0.46919882015945913,0.8090169943749476,0.30244391046924096,0.19999999999999998
0.0,0.608577904116231,0.7530418613202304,0.07935573833630433,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.7529764636036848,0.9888455376155618,0.15430440748054175,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.680126681816447,0.7593419968067453,0.3230001453506994,0.05480276448630317,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,0.5739021607366147,0.9436374195030038,0.42015102423802386,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.0,1.0,1.0,0.37558870811785383,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.17880045318411253,0.12526148168291618,0.32451473139289233,0.6033915784821712,0.6139797426628625,0.46919882015945913,0.8090169943749476,0.30244391046924096,0.19999999999999998
0.17880045318411253,0.4198532057490477,0.596109401396755,0.6607040437436394,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.17880045318411253,0.732294119197391,0.817279908373473,0.37558870811785383,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.7988757258909892,0.8850021021215494,0.06261367614044636,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.9279288168409024,0.9527907362472483,0.11627236282037262,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.7418862737632258,0.7138338748395604,0.012366884493061892,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.798712496157853,0.8539414751910639,0.12300903481171793,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.8221312011929053,0.9261815796790439,0.11627236282037262,0.31933037633537165,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.8901697406554004,1.0,0.8707281176015438,0.9074677220788043,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.43078618723172724,0.5693118655879248,0.08724250918713572,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.19646954680291484,0.36476073299211426,0.9544950999133504,0.9384687892034576,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.6754478146558057,0.9464038552807148,0.06261367614044636,0.0,1.0,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.7636049467124261,1.0,0.07115933152411902,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,0.8145411712153748,0.9609769617372987,0.4469823054101749,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
0.3159988663751506,1.0,1.0,0.280167697030233,0.6139797426628625,0.46919882015945913,0.4140285392157302,0.30244391046924096,0.19999999999999998
